,Date,Time,ltp,strikeprice,CE_sum,PE_sum,CE_contr,PE_contr
114,26-02-2024,17:31:11,46576.5,46600,354081,297769,54.32,45.68
115,26-02-2024,17:31:35,46576.5,46600,354081,297769,54.32,45.68
116,26-02-2024,17:32:12,46576.5,46600,354081,297769,54.32,45.68
117,26-02-2024,17:32:48,46576.5,46600,354081,297769,54.32,45.68
118,26-02-2024,17:33:24,46576.5,46600,354081,297769,54.32,45.68
119,26-02-2024,17:34:00,46576.5,46600,354081,297769,54.32,45.68
120,26-02-2024,17:34:35,46576.5,46600,354081,297769,54.32,45.68
121,26-02-2024,17:35:11,46576.5,46600,354081,297769,54.32,45.68
122,26-02-2024,17:35:51,46576.5,46600,354081,297769,54.32,45.68
123,26-02-2024,17:36:28,46576.5,46600,354081,297769,54.32,45.68
124,26-02-2024,17:37:03,46576.5,46600,354081,297769,54.32,45.68
125,26-02-2024,17:37:39,46576.5,46600,354081,297769,54.32,45.68
126,26-02-2024,17:38:15,46576.5,46600,354081,297769,54.32,45.68
127,26-02-2024,17:38:51,46576.5,46600,354081,297769,54.32,45.68
128,26-02-2024,17:39:27,46576.5,46600,354081,297769,54.32,45.68
129,26-02-2024,17:40:03,46576.5,46600,354081,297769,54.32,45.68
130,26-02-2024,17:40:39,46576.5,46600,354081,297769,54.32,45.68
131,26-02-2024,17:41:15,46576.5,46600,354081,297769,54.32,45.68
132,26-02-2024,17:41:50,46576.5,46600,354081,297769,54.32,45.68
133,26-02-2024,17:42:26,46576.5,46600,354081,297769,54.32,45.68
134,26-02-2024,17:43:03,46576.5,46600,354081,297769,54.32,45.68
135,26-02-2024,17:43:38,46576.5,46600,354081,297769,54.32,45.68
136,26-02-2024,17:44:14,46576.5,46600,354081,297769,54.32,45.68
137,26-02-2024,17:44:50,46576.5,46600,354081,297769,54.32,45.68
138,26-02-2024,17:45:26,46576.5,46600,354081,297769,54.32,45.68
139,26-02-2024,17:46:02,46576.5,46600,354081,297769,54.32,45.68
140,26-02-2024,17:46:38,46576.5,46600,354081,297769,54.32,45.68
141,26-02-2024,17:47:13,46576.5,46600,354081,297769,54.32,45.68
142,26-02-2024,17:47:49,46576.5,46600,354081,297769,54.32,45.68
143,26-02-2024,17:48:25,46576.5,46600,354081,297769,54.32,45.68
144,26-02-2024,17:49:01,46576.5,46600,354081,297769,54.32,45.68
145,26-02-2024,17:49:37,46576.5,46600,354081,297769,54.32,45.68
146,26-02-2024,17:50:12,46576.5,46600,354081,297769,54.32,45.68
147,26-02-2024,17:50:48,46576.5,46600,354081,297769,54.32,45.68
148,26-02-2024,17:51:24,46576.5,46600,354081,297769,54.32,45.68
149,26-02-2024,17:51:34,46576.5,46600,354081,297769,54.32,45.68
150,26-02-2024,17:52:11,46576.5,46600,354081,297769,54.32,45.68
151,26-02-2024,17:52:47,46576.5,46600,354081,297769,54.32,45.68
